student_id,status,is_dropout,program_studi,jalur_masuk,status_pernikahan,jenis_kelamin,kelas,usia_saat_daftar,kelompok_usia,status_spp,punya_tunggakan,penerima_beasiswa,mahasiswa_displaced,nilai_masuk,nilai_pendidikan_sebelumnya,mk_diambil_sem1,mk_lulus_sem1,nilai_sem1,mk_diambil_sem2,mk_lulus_sem2,nilai_sem2,rasio_kelulusan_mk_sem1,rasio_kelulusan_mk_sem2,skor_risiko_dropout,sumber_skor,prediksi_berisiko,kategori_risiko
JJI-00245,Graduate,0.0,Management,Fase 1 - kuota umum,Lajang,Perempuan,Siang,20,≤20 th,Lunas,Tidak,Ya,Tidak,117.9,127.0,10,9,12.9,10,10,12.36,0.9,1.0,0.0379,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00246,Graduate,0.0,Nursing,Pemegang gelar pendidikan tinggi lain,Lajang,Perempuan,Siang,23,21-23 th,Lunas,Tidak,Tidak,Tidak,130.0,130.0,8,8,13.22,8,8,13.22,1.0,1.0,0.0716,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00247,Graduate,0.0,Nursing,Fase 2 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Ya,Ya,120.0,129.0,8,7,13.15,8,7,13.15,0.875,0.875,0.0906,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00248,Dropout,1.0,Agronomy,Pemegang diploma spesialisasi teknologi,Lajang,Perempuan,Siang,29,28-35 th,Menunggak,Ya,Tidak,Tidak,130.0,130.0,6,3,12.75,6,3,11.33,0.5,0.5,0.9804,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00249,Graduate,0.0,Tourism,Fase 1 - kuota umum,Lajang,Perempuan,Siang,21,21-23 th,Lunas,Tidak,Tidak,Ya,116.8,121.0,6,6,11.33,6,4,12.25,1.0,0.667,0.299,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00250,Graduate,0.0,Advertising & Marketing Management,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,123.4,136.0,6,6,13.25,6,5,14.14,1.0,0.833,0.114,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00251,Enrolled,,Communication Design,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Ya,125.4,125.0,6,5,12.4,6,5,12.4,0.833,0.833,0.2289,prediksi model (mahasiswa masih aktif),Aman,Rendah
JJI-00252,Dropout,1.0,Journalism & Communication,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,127.2,131.0,6,6,15.0,6,6,12.83,1.0,1.0,0.0417,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00253,Graduate,0.0,Veterinary Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,103.4,122.0,5,5,14.4,5,5,13.0,1.0,1.0,0.0736,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00254,Enrolled,,Journalism & Communication,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,123.2,127.0,6,1,11.0,6,0,0.0,0.167,0.0,0.9967,prediksi model (mahasiswa masih aktif),Berisiko,Sangat Tinggi
JJI-00255,Graduate,0.0,Management,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,124.1,136.0,5,5,12.4,5,5,10.8,1.0,1.0,0.1249,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00256,Dropout,1.0,Oral Hygiene,Usia di atas 23 tahun,Menikah,Perempuan,Siang,37,>35 th,Menunggak,Ya,Ya,Ya,99.5,133.1,7,1,16.0,7,0,0.0,0.143,0.0,0.9998,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00257,Graduate,0.0,Management (kelas malam),Fase 2 - kuota umum,Lajang,Perempuan,Malam,29,28-35 th,Lunas,Tidak,Tidak,Tidak,124.9,127.0,5,5,13.57,5,5,12.33,1.0,1.0,0.2659,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00258,Enrolled,,Communication Design,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,110.8,116.0,6,6,11.83,6,6,12.5,1.0,1.0,0.1089,prediksi model (mahasiswa masih aktif),Aman,Rendah
JJI-00259,Graduate,0.0,Social Service,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Ya,Ya,118.9,121.0,6,5,11.67,6,5,12.67,0.833,0.833,0.0855,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00260,Dropout,1.0,Social Service,Pindah program studi,Lajang,Perempuan,Siang,22,21-23 th,Menunggak,Ya,Tidak,Ya,118.8,124.0,10,6,11.83,7,2,13.0,0.6,0.286,0.9924,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00261,Graduate,0.0,Tourism,Fase 1 - kuota umum,Lajang,Perempuan,Siang,20,≤20 th,Lunas,Tidak,Ya,Tidak,137.0,131.0,6,6,11.17,6,5,10.6,1.0,0.833,0.1153,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00262,Dropout,1.0,Social Service (kelas malam),Usia di atas 23 tahun,Lajang,Perempuan,Malam,34,28-35 th,Lunas,Tidak,Tidak,Tidak,100.0,100.0,6,0,0.0,6,0,0.0,0.0,0.0,0.9924,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00263,Dropout,1.0,Informatics Engineering,Pindah program studi,Lajang,Perempuan,Siang,30,28-35 th,Menunggak,Ya,Tidak,Tidak,120.0,130.0,12,8,11.75,12,6,12.17,0.667,0.5,0.9974,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00264,Graduate,0.0,Social Service,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,122.8,135.0,6,6,14.0,6,6,14.0,1.0,1.0,0.0362,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00265,Graduate,0.0,Social Service,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,121.6,130.0,6,6,12.83,6,6,12.0,1.0,1.0,0.0382,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00266,Graduate,0.0,Journalism & Communication,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,149.2,146.0,6,4,12.25,6,3,11.67,0.667,0.5,0.7216,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-00267,Graduate,0.0,Nursing,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,140.0,146.0,8,7,14.83,8,7,14.83,0.875,0.875,0.1338,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00268,Graduate,0.0,Journalism & Communication,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Ya,Ya,133.4,154.0,6,5,11.4,6,5,12.8,0.833,0.833,0.1891,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00269,Graduate,0.0,Communication Design,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Ya,Ya,126.2,137.0,6,6,13.0,6,6,12.5,1.0,1.0,0.058,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00270,Graduate,0.0,Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Tidak,127.8,151.0,8,7,13.67,8,7,13.67,0.875,0.875,0.05,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00271,Graduate,0.0,Agronomy,Pemegang diploma spesialisasi teknologi,Lajang,Perempuan,Siang,21,21-23 th,Lunas,Tidak,Ya,Tidak,150.0,150.0,6,6,12.67,6,5,12.8,1.0,0.833,0.0955,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00272,Dropout,1.0,Management,Fase 1 - kuota umum,Lajang,Perempuan,Siang,20,≤20 th,Menunggak,Tidak,Tidak,Ya,113.7,121.0,5,2,10.0,5,1,13.0,0.4,0.2,0.9728,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00273,Graduate,0.0,Management,Fase 2 - kuota umum,Lajang,Perempuan,Siang,20,≤20 th,Lunas,Tidak,Tidak,Ya,117.8,122.0,5,5,13.5,5,5,12.33,1.0,1.0,0.1845,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00274,Graduate,0.0,Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,136.7,143.0,7,7,12.67,8,8,13.55,1.0,1.0,0.0371,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00275,Graduate,0.0,Social Service,Fase 1 - kuota umum,Lajang,Perempuan,Siang,20,≤20 th,Lunas,Tidak,Tidak,Tidak,144.7,152.0,6,6,14.5,6,6,15.43,1.0,1.0,0.0305,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00276,Graduate,0.0,Nursing,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,139.8,145.0,7,7,13.69,8,8,15.39,1.0,1.0,0.0488,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00277,Dropout,1.0,Basic Education,Transfer,Lajang,Perempuan,Siang,20,≤20 th,Lunas,Tidak,Tidak,Tidak,113.7,120.0,6,5,11.0,6,3,10.67,0.833,0.5,0.8068,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00278,Dropout,1.0,Equinculture,Pemegang gelar pendidikan tinggi lain,Menikah,Perempuan,Siang,29,28-35 th,Menunggak,Ya,Tidak,Tidak,140.0,140.0,9,7,11.56,7,5,13.2,0.778,0.714,0.9329,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00279,Enrolled,,Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Tidak,142.3,143.0,7,7,13.8,8,8,13.78,1.0,1.0,0.018,prediksi model (mahasiswa masih aktif),Aman,Rendah
JJI-00280,Graduate,0.0,Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,20,≤20 th,Lunas,Tidak,Ya,Ya,119.6,129.0,7,7,14.0,8,7,13.81,1.0,0.875,0.0524,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00281,Graduate,0.0,Management,Fase 1 - kuota khusus (Madeira),Lajang,Perempuan,Siang,22,21-23 th,Lunas,Tidak,Ya,Ya,123.7,139.0,5,4,12.0,5,4,11.4,0.8,0.8,0.246,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00282,Graduate,0.0,Social Service (kelas malam),Fase 1 - kuota umum,Bercerai,Perempuan,Malam,47,>35 th,Lunas,Tidak,Ya,Ya,143.0,133.1,6,5,14.17,6,6,14.17,0.833,1.0,0.0595,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00283,Graduate,0.0,Management (kelas malam),Pindah institusi/prodi,Menikah,Perempuan,Malam,31,28-35 th,Lunas,Tidak,Tidak,Tidak,100.1,127.0,5,5,14.0,5,5,13.8,1.0,1.0,0.1776,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00284,Graduate,0.0,Communication Design,Fase 1 - kuota umum,Lajang,Perempuan,Siang,21,21-23 th,Lunas,Tidak,Ya,Tidak,119.4,126.0,6,5,13.8,6,6,12.83,0.833,1.0,0.0655,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00285,Graduate,0.0,Social Service (kelas malam),Fase 1 - kuota umum,Lajang,Perempuan,Malam,21,21-23 th,Lunas,Tidak,Tidak,Tidak,122.1,128.0,6,5,12.8,6,6,11.86,0.833,1.0,0.0867,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00286,Graduate,0.0,Journalism & Communication,Usia di atas 23 tahun,Menikah,Perempuan,Siang,24,24-27 th,Lunas,Tidak,Tidak,Tidak,100.0,100.0,6,6,12.17,6,6,13.83,1.0,1.0,0.1072,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00287,Enrolled,,Communication Design,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,113.9,123.0,6,6,12.5,6,6,12.33,1.0,1.0,0.1192,prediksi model (mahasiswa masih aktif),Aman,Rendah
JJI-00288,Graduate,0.0,Social Service (kelas malam),Usia di atas 23 tahun,Lajang,Perempuan,Malam,32,28-35 th,Lunas,Tidak,Tidak,Tidak,101.0,170.0,6,4,12.0,6,4,11.5,0.667,0.667,0.6337,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-00289,Graduate,0.0,Social Service (kelas malam),Fase 3 - kuota umum,Lajang,Perempuan,Malam,19,≤20 th,Lunas,Tidak,Ya,Ya,111.8,117.0,6,6,10.83,6,6,11.5,1.0,1.0,0.0695,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00290,Graduate,0.0,Nursing,Usia di atas 23 tahun,Lajang,Perempuan,Siang,24,24-27 th,Lunas,Tidak,Tidak,Ya,140.0,140.0,8,8,13.38,8,8,13.38,1.0,1.0,0.0693,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00291,Graduate,0.0,Veterinary Nursing,Fase 2 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Ya,124.4,123.0,6,6,15.67,6,6,14.5,1.0,1.0,0.1242,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00292,Graduate,0.0,Agronomy,Pemegang diploma spesialisasi teknologi,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Ya,Ya,Tidak,150.0,150.0,6,6,14.33,6,6,13.83,1.0,1.0,0.0691,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00293,Enrolled,,Agronomy,Pemegang diploma spesialisasi teknologi,Lajang,Perempuan,Siang,24,24-27 th,Lunas,Tidak,Tidak,Tidak,140.0,140.0,6,6,11.43,6,5,13.0,1.0,0.833,0.185,prediksi model (mahasiswa masih aktif),Aman,Rendah
JJI-00294,Graduate,0.0,Social Service,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,116.0,123.0,6,6,11.67,6,6,11.67,1.0,1.0,0.0495,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00295,Dropout,1.0,Communication Design,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Ya,Ya,135.6,130.0,6,5,12.0,6,2,11.33,0.833,0.333,0.592,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-00296,Graduate,0.0,Nursing,Fase 1 - kuota umum,Menikah,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Ya,Tidak,121.0,137.0,8,7,14.73,8,7,14.73,0.875,0.875,0.0382,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00297,Graduate,0.0,Journalism & Communication,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,118.7,126.0,6,6,14.17,6,6,13.67,1.0,1.0,0.0622,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00298,Graduate,0.0,Social Service,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,125.7,125.0,6,6,11.57,6,6,12.33,1.0,1.0,0.0671,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00299,Graduate,0.0,Oral Hygiene,Fase 2 - kuota umum,Lajang,Perempuan,Siang,20,≤20 th,Lunas,Tidak,Tidak,Ya,107.1,112.0,7,7,12.5,8,8,13.14,1.0,1.0,0.1056,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00300,Graduate,0.0,Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,125.5,141.0,8,8,12.86,8,8,12.86,1.0,1.0,0.0457,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00301,Graduate,0.0,Advertising & Marketing Management,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,127.0,135.0,6,6,12.25,6,6,13.71,1.0,1.0,0.125,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00302,Graduate,0.0,Veterinary Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,21,21-23 th,Lunas,Tidak,Ya,Ya,113.5,117.0,5,4,12.0,5,5,12.2,0.8,1.0,0.0783,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00303,Graduate,0.0,Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Tidak,154.4,160.0,7,7,15.12,8,8,16.17,1.0,1.0,0.015,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00304,Dropout,1.0,Advertising & Marketing Management,Pindah institusi/prodi,Lajang,Perempuan,Siang,18,≤20 th,Menunggak,Ya,Tidak,Tidak,122.0,136.0,5,2,12.5,5,4,10.25,0.4,0.8,0.9315,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00305,Dropout,1.0,Social Service,Fase 2 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Ya,128.0,143.0,6,0,0.0,6,0,0.0,0.0,0.0,0.9934,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00306,Enrolled,,Advertising & Marketing Management,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Ya,115.5,119.0,6,4,11.0,6,4,11.0,0.667,0.667,0.5826,prediksi model (mahasiswa masih aktif),Berisiko,Tinggi
JJI-00307,Graduate,0.0,Advertising & Marketing Management,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,117.2,120.0,6,6,11.88,6,4,14.6,1.0,0.667,0.3914,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-00308,Dropout,1.0,Equinculture,Usia di atas 23 tahun,Lajang,Perempuan,Siang,34,28-35 th,Lunas,Tidak,Tidak,Ya,150.0,150.0,5,1,11.0,5,0,0.0,0.2,0.0,0.9928,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00309,Graduate,0.0,Veterinary Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,155.3,142.0,5,5,15.2,5,5,13.2,1.0,1.0,0.0514,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00310,Dropout,1.0,Equinculture,Pemegang diploma spesialisasi teknologi,Lajang,Perempuan,Siang,19,≤20 th,Menunggak,Ya,Tidak,Ya,120.0,120.0,6,5,11.6,6,2,11.0,0.833,0.333,0.9862,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00311,Graduate,0.0,Social Service,Pindah institusi/prodi,Lajang,Perempuan,Siang,26,24-27 th,Lunas,Ya,Tidak,Tidak,116.1,160.0,6,6,14.83,6,6,15.14,1.0,1.0,0.1315,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00312,Dropout,1.0,Basic Education,Fase 2 - kuota umum,Lajang,Perempuan,Siang,21,21-23 th,Lunas,Tidak,Tidak,Ya,118.9,133.1,6,3,11.33,6,3,11.33,0.5,0.5,0.9316,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00313,Graduate,0.0,Management,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Tidak,127.3,142.0,5,5,11.2,5,5,11.8,1.0,1.0,0.0641,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00314,Graduate,0.0,Basic Education,Fase 2 - kuota umum,Lajang,Perempuan,Siang,20,≤20 th,Lunas,Tidak,Ya,Ya,113.7,121.0,6,5,13.4,6,5,13.67,0.833,0.833,0.3216,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-00315,Dropout,1.0,Management,Pindah institusi/prodi,Lajang,Perempuan,Siang,25,24-27 th,Lunas,Tidak,Tidak,Tidak,118.5,135.0,5,2,10.5,5,0,0.0,0.4,0.0,0.985,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00316,Graduate,0.0,Management,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,146.7,153.0,5,5,16.2,5,5,16.4,1.0,1.0,0.0589,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00317,Graduate,0.0,Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,124.3,140.0,7,7,14.54,8,8,14.88,1.0,1.0,0.0227,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00318,Graduate,0.0,Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,137.8,152.0,7,7,13.69,8,8,14.36,1.0,1.0,0.0337,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00319,Graduate,0.0,Social Service,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Tidak,130.2,120.0,6,6,11.29,6,6,11.86,1.0,1.0,0.0334,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00320,Enrolled,,Nursing,Fase 2 - kuota umum,Lajang,Perempuan,Siang,20,≤20 th,Lunas,Tidak,Tidak,Tidak,147.8,160.0,7,6,11.76,8,6,13.08,0.857,0.75,0.3101,prediksi model (mahasiswa masih aktif),Aman,Sedang
JJI-00321,Dropout,1.0,Veterinary Nursing,Pemegang gelar pendidikan tinggi lain,Lajang,Perempuan,Siang,26,24-27 th,Menunggak,Ya,Tidak,Tidak,150.0,150.0,3,0,0.0,6,0,0.0,0.0,0.0,0.9984,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00322,Graduate,0.0,Nursing,Transfer,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Ya,Ya,100.0,100.0,8,7,13.06,8,7,13.06,0.875,0.875,0.0901,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00323,Graduate,0.0,Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,155.6,150.0,7,7,14.3,8,8,14.06,1.0,1.0,0.0346,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00324,Graduate,0.0,Management,Pindah program studi,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,117.4,124.0,10,5,11.8,10,8,12.0,0.5,0.8,0.696,prediksi out-of-fold (data berlabel),Berisiko,Tinggi
JJI-00325,Enrolled,,Veterinary Nursing,Fase 1 - kuota khusus (Azores),Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Ya,128.8,141.0,5,3,10.33,5,3,13.0,0.6,0.6,0.6002,prediksi model (mahasiswa masih aktif),Berisiko,Tinggi
JJI-00326,Graduate,0.0,Tourism,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,117.5,121.0,6,6,10.57,6,3,11.67,1.0,0.5,0.482,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-00327,Graduate,0.0,Nursing,Pindah program studi,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Ya,120.4,134.0,7,6,13.33,7,6,13.33,0.857,0.857,0.1834,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00328,Graduate,0.0,Social Service,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Ya,Tidak,Tidak,130.9,134.0,6,6,11.86,6,5,11.0,1.0,0.833,0.2491,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00329,Enrolled,,Basic Education,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,125.0,132.0,6,5,12.6,6,5,11.4,0.833,0.833,0.4598,prediksi model (mahasiswa masih aktif),Aman,Sedang
JJI-00330,Enrolled,,Veterinary Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,136.8,135.0,5,5,14.0,5,5,11.6,1.0,1.0,0.1382,prediksi model (mahasiswa masih aktif),Aman,Rendah
JJI-00331,Enrolled,,Basic Education,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Ya,121.6,123.0,7,5,12.0,7,6,12.67,0.714,0.857,0.4913,prediksi model (mahasiswa masih aktif),Aman,Sedang
JJI-00332,Dropout,1.0,Informatics Engineering,Pemegang diploma spesialisasi teknologi,Lajang,Perempuan,Siang,26,24-27 th,Lunas,Ya,Tidak,Tidak,151.0,151.0,5,0,0.0,5,0,0.0,0.0,0.0,0.9978,prediksi out-of-fold (data berlabel),Berisiko,Sangat Tinggi
JJI-00333,Graduate,0.0,Social Service,Fase 1 - kuota umum,Lajang,Perempuan,Siang,20,≤20 th,Lunas,Tidak,Tidak,Ya,103.5,107.0,6,6,12.0,6,6,13.0,1.0,1.0,0.0601,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00334,Graduate,0.0,Social Service (kelas malam),Fase 1 - kuota umum,Lajang,Perempuan,Malam,19,≤20 th,Lunas,Tidak,Tidak,Tidak,119.4,126.0,6,6,12.67,6,6,11.67,1.0,1.0,0.055,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00335,Graduate,0.0,Social Service,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,134.4,133.0,6,6,12.17,6,6,13.67,1.0,1.0,0.0255,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00336,Graduate,0.0,Social Service,Pemegang diploma spesialisasi teknologi,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,143.0,140.0,6,6,13.33,6,6,14.67,1.0,1.0,0.0367,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00337,Graduate,0.0,Basic Education,Pemegang gelar pendidikan tinggi lain,Lajang,Perempuan,Siang,40,>35 th,Lunas,Ya,Tidak,Tidak,110.0,110.0,7,7,15.0,7,7,14.57,1.0,1.0,0.4672,prediksi out-of-fold (data berlabel),Aman,Sedang
JJI-00338,Graduate,0.0,Nursing,Fase 1 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Ya,Ya,132.5,141.0,8,8,13.39,8,8,13.39,1.0,1.0,0.023,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00339,Graduate,0.0,Social Service,Fase 2 - kuota umum,Lajang,Perempuan,Siang,19,≤20 th,Lunas,Tidak,Tidak,Tidak,114.7,122.0,6,5,12.17,6,6,12.43,0.833,1.0,0.1093,prediksi out-of-fold (data berlabel),Aman,Rendah
JJI-00340,Graduate,0.0,Equinculture,Fase 2 - kuota umum,Lajang,Perempuan,Siang,18,≤20 th,Lunas,Tidak,Tidak,Tidak,166.9,156.0,5,4,11.25,5,4,12.5,0.8,0.8,0.3227,prediksi out-of-fold (data berlabel),Aman,Sedang
